_table,part_id,type,category,base_desc,size_spec,variant,plain_desc,supplier,uom,qty_on_hand,unit_cost,cost,brand_mfg,supplier_pn,pkg_size,pkg_cost,labor_hrs,on_hand,status,supplier_2,brand_mfg_2,supplier_pn_2,pkg_size_2,pkg_cost_2,unit_cost_2,use_alt_supplier,last_cost_date,parent_id,child_id,qty,project_id,proj_status,customer,notes,labor_rate,markup,picked,item_type,box_num,discount_pct,discount_flat,weight,pallet_num,dimensions,description,labor_hrs,apply_markup,show_on_proforma,sort_order,version,quote_status,currency,overhead_rate,markup_pct,freight_inbound,freight_outbound,cal_gases_cost,cal_gases_freight,training_days,training_cost,training_notes,discount_note,internal_notes,proforma_header,proforma_footer,other_items
PART,FAB-LAB-DURABILITY-KIT-IMPACT-SEGMENT-200G,FAB,LAB,DURABILITY-KIT,IMPACT-SEGMENT,200G,"200g (+/- 1g) segment of 3/4""OD mild steel round bar ",,ea,0.0,1.22354,0.0,,,1.0,0.0,0.08,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,
PART,FAB-LAB-DURABILITY-KIT-IMPACT-SEGMENT-250G,FAB,LAB,DURABILITY-KIT,IMPACT-SEGMENT,250G,"250g (+/- 1g) segment of 3/4""OD mild steel round bar ",,ea,0.0,1.53176,0.0,,,1.0,0.0,0.08,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,
PART,FAB-LAB-DURABILITY-KIT-IMPACT-SEGMENT-25G,FAB,LAB,DURABILITY-KIT,IMPACT-SEGMENT,25G,"25g (+/- 1g) segment of 3/4""OD mild steel round bar ",,ea,0.0,0.15411,0.0,,,1.0,0.0,0.08,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,
PART,FAB-LAB-DURABILITY-KIT-IMPACT-SEGMENT-50G,FAB,LAB,DURABILITY-KIT,IMPACT-SEGMENT,50G,"50g (+/- 1g) segment of 3/4""OD mild steel round bar ",,ea,0.0,0.30822,0.0,,,1.0,0.0,0.08,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,
PART,FAB-LAB-RASPICASE-SERIALPORT,FAB,LAB,RASPICASE,,SERIALPORT,RaspberryPi 5 case modified for serial port.,,ea,0.0,10.95,0.0,,,1.0,0.0,0.5,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,
PART,FAB-SBX-CHIMVELOCTUBE-0250-12FT-SILICONE,FAB,SBX,CHIMVELOCTUBE,0250-12FT,SILICONE,blue tubing to connect S-type pitot probe,,EA,0.0,15.96,0.0,,,1.0,0.0,0.04,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,
PART,FAB-SBX-DIFFPRESSTUBE-0063-8IN,FAB,SBX,DIFFPRESSTUBE,0063-8IN,,"1/16"" ID x 8"" long silicone tubing, connects to diff pressure sensor",,EA,0.0,0.4489,0.0,,,1.0,0.0,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,FAB-SBX-DIFFPRESSTUBE-017ID-1IN-PVC,FAB,SBX,DIFFPRESSTUBE,017ID-1IN,PVC,"0.17"" ID x 1"" long PVC tubing",,EA,0.0,0.054697,0.0,,,1.0,0.0,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,FAB-SBX-DIFFPRESSTUBE-017ID-4IN-PVC,FAB,SBX,DIFFPRESSTUBE,017ID-4IN,PVC,"0.17"" ID x 4"" long PVC tubing",,EA,0.0,0.21747,0.0,,,1.0,0.0,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,FAB-SBX-DIGIGRAVTUBE-6IN-PVC,FAB,SBX,DIGIGRAVTUBE,6IN,PVC,"1/4"" ID soft PVC tube, 6"" long, for digital grav install",,ea,0.0,0.21,0.0,,,1.0,0.0,0.03,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,
PART,FAB-SBX-FILTER-MOUNT,FAB,SBX,FILTER-MOUNT,,,mounting plates for inline HEPA filters in digi-grav upgrade,,ea,0.0,2.05,0.0,,,1.0,0.0,0.25,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,
PART,FAB-SBX-FLOWGRIDTUBES-12FT,FAB,SBX,FLOWGRIDTUBES,12FT,,"5/32""ID x 12ft amber latex Flow Grid Tubing",,ea,0.0,16.32,0.0,,,1.0,0.0,0.04,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,
PART,FAB-SBX-SAMPLETUBE-6FT,FAB,SBX,SAMPLETUBE,6FT,,"Gas sample line, black conductive silicone tubing fits 1/4"" OD tube",,ea,0.0,62.598,0.0,,,1.0,0.0,0.04,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,
PART,FAB-SBX-TCWIRE-6FT-K,FAB,SBX,TCWIRE,6FT,K,"K-type thermocouple wire, 6ft",,ea,0.0,4.74,0.0,,,1.0,0.0,0.17,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,
PART,FAB-SBX-TCWIRE-8IN-TYPE-K,FAB,SBX,TCWIRE,8IN,TYPE-K,"Type-K thermocouple wire, 8"" long",,ea,0.0,0.5293,0.0,,,1.0,0.0,0.03,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,
PART,PRT-BLC-DIGICAMERA,PRT,BLC,DIGICAMERA,,,Digital Camera for clack carbon,B&H Photo,ea,0.0,139.0,0.0,Kodak,KOFZ55BL,1.0,139.0,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-BLC-LIGHTBOX,PRT,BLC,LIGHTBOX,,,Light Box for black carbon,B&H Photo,ea,0.0,74.95,0.0,Angler,ANCTDSLEDII,1.0,74.95,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-BLC-PHOTOCARD,PRT,BLC,PHOTOCARD,,,Black Carbon Photo Card,,ea,21.0,0.01,0.0,ARC,,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-CAL-BUBBLEMETER-120V,PRT,CAL,BUBBLEMETER,120V,,"Bubble meter/flow calibrator with calibration soap, 120VAC",A.P. Buck,ea,0.0,1060.0,0.0,A.P. Buck,APB-803000,1.0,1060.0,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-CAL-BUBBLEMETER-230V,PRT,CAL,BUBBLEMETER,230V,,"Bubble meter/flow calibrator with calibration soap, 230VAC",A.P. Buck,ea,0.0,1065.0,0.0,A.P. Buck,APB-803010,1.0,1065.0,1.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-CAL-BUBBLEMTRSOAP-8OZ,PRT,CAL,BUBBLEMTRSOAP,8OZ,,Extra soap for bubble meter.,A.P. Buck,ea,0.0,65.0,0.0,A.P. Buck,APB-107030,1.0,65.0,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-CAL-DIGIMANOMETER,PRT,CAL,DIGIMANOMETER,,,Digital Manometer,tequipment.net,ea,0.0,252.95,0.0,TPI,TPI-623,1.0,252.95,0.08,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,
PART,PRT-CAL-DOORSTOP,PRT,CAL,DOORSTOP,,,Door stop for leveling inclined manometer,McMaster-Carr,ea,0.0,1.59,0.0,,8145A24,2.0,3.18,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-CAL-GASREGULATOR-0-50PSI,PRT,CAL,GASREGULATOR,0-50PSI,,"Regulator and control valve for compressed gas, 0-50 psi",Zoro,ea,0.0,366.99,0.0,Harris,G6865914,1.0,366.99,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-CAL-HANDPUMP,PRT,CAL,HANDPUMP,,,Hand pump kit with pressure gauge.  For sensorboxes with digital grav flow monitors.,Amazon,ea,3.0,19.89,0.0,,https://www.amazon.com/Lucky-Seven-Automotive-Protected-Adapters/dp/B088LJ617T/ref=sr_1_2_sspa?dib=eyJ2IjoiMSJ9.sWbEYHolF-pPp_dgmoLZxo7ZbgEaqClcc_q3z4_VmB_iRH_sy_D8pK5w9PG2QONhaA6fyTKh9xh-ycOSrBvLtBzCg9gQ6dwstOxrrGNher6HszoX4zslxnS7FyBrrJfExq3xkt_H6HcuZFuzoJSq-Cq3TTF16xeCwtIGPeEekYGle90E4Lien-MIKULNQ1EO8_H_BUplT7w-Iu5gkubL1sBYXDbms_-6lFUeq7P1qaAeohSwnbRKLxskQRWRaHdhMDOf4YvTedS-WJvEGqMc0wOxe6xD_d-MCujkX2ySlJU.z2ScXCjvx0Q1jhn8Lvp-ob2ngOEIOoXN7TfjpJ__mJw&dib_tag=se&keywords=brake+vacuum+pump+kit&qid=1773952664&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1,1.0,19.89,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-CAL-HOTWIRE,PRT,CAL,HOTWIRE,,,Hot Wire Anemometer,tequipment.net,ea,0.0,241.95,0.0,TPI,TPI DC580C1,1.0,241.95,0.08,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,
PART,PRT-CAL-INCENSE,PRT,CAL,INCENSE,,,Incense sticks,smokehsop,ea,0.0,0.04995,0.0,,,200.0,9.99,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-CAL-INCLMANOMETER,PRT,CAL,INCLMANOMETER,,,*Inclined Manometer,Dwyer-Omega,ea,0.0,792.25,0.0,Dwyer Instruments,250.5-AF,1.0,792.25,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-CAL-INSULBOTTLE,PRT,CAL,INSULBOTTLE,,,Insulated Water Bottle,Amazon,ea,0.0,8.99,0.0,,,1.0,8.99,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-CAL-MAGNAHELIC-2INH2O,PRT,CAL,MAGNAHELIC,2INH2O,,"2"" H20 Magnahelic",Dwyer-Omega,EA,0.0,88.1,0.0,Dwyer Instruments,2002,1.0,88.1,0.25,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,
PART,PRT-CAL-MAGNAHELIC-5INH2O,PRT,CAL,MAGNAHELIC,5INH2O,,"5"" H20 Magnahelic",Zoro,ea,0.0,72.99,0.0,Dwyer Instruments,G1928972,1.0,72.99,0.25,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,
PART,PRT-CAL-MARKERS-RD-BL-BK-PERMANENT,PRT,CAL,MARKERS,RD-BL-BK,PERMANENT,"Red, blue, and black permanent marker, for marking pitot probe.",Amazon,ea,0.0,1.328,0.0,,link,5.0,6.64,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-CAL-PITOT-0125-12,PRT,CAL,PITOT,0125-12,,"Static Pitot Tube, 1/8"" diameter x 12"" long, 3"" tip length",Dwyer-Omega,ea,0.0,169.8,0.0,Dwyer Instruments,108022-00,1.0,169.8,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-CAL-REDDYE-1OZ,PRT,CAL,REDDYE,1OZ,,Red Dye for inclined manometer,Dwyer-Omega,ea,0.0,12.85,0.0,,A-101,1.0,12.85,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-CAL-ROTAMETER-0125FNPT-1-5LPM,PRT,CAL,ROTAMETER,0125FNPT,1-5LPM,"Flow Meter, 1-5 LPM",Dwyer,ea,0.0,66.0,0.0,,RMA-26,1.0,66.0,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-CAL-SYRINGE,PRT,CAL,SYRINGE,,,60ml catheter-tip syringe,Amazon,ea,0.0,1.798,0.0,,link,5.0,8.99,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-DLT-BLOWER-1202CFM,PRT,DLT,BLOWER,1202CFM,,Blower for dilution tunnel,Zoro,ea,0.0,378.99,0.0,Dayton,G1032927,1.0,378.99,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-DLT-BLOWERADPTR-RNDFLANGE,PRT,DLT,BLOWERADPTR,,RNDFLANGE,Round Flanged Base for blower to duct adapter,Send-Cut-Send,ea,0.0,7.94,0.0,,,5.0,39.7,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-DLT-BLOWERHDW,PRT,DLT,BLOWERHDW,,,Blower Mounting Hardware,Zoro,ea,0.0,21.69,0.0,Dayton,G3196051,1.0,21.69,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-DLT-FLATPACKHOOD,PRT,DLT,FLATPACKHOOD,,,FLAT-PACK COMPONENTS,FM Sheet Metal,ea,0.0,1060.0,0.0,,,1.0,1060.0,1.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-10,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-DLT-FLOWGRID,PRT,DLT,FLOWGRID,,,Flow Grid,mario.campbell@airreps.com,ea,0.0,50.0,0.0,,"6""",1.0,50.0,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-08,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-DLT-HOODADPTR-SQFLANGE,PRT,DLT,HOODADPTR,,SQFLANGE,Square Flanged Base for hood to duct adapter,Send-Cut-Send,ea,0.0,6.3,0.0,,,5.0,31.5,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-DLT-QFBLASTGATE-6-22G-GALV,PRT,DLT,QFBLASTGATE,6-22G,GALV,"6"" Blast Gate",PMI,ea,0.0,76.5,0.0,Nordfab,3240-0600-10000,1.0,76.5,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-DLT-QFCLAMP-6-22G-SIL,PRT,DLT,QFCLAMP,6-22G,SIL,"6"" High Temperature Duct Clamps",PMI,ea,0.0,21.3,0.0,Nordfab,3260-0600-10004,1.0,21.3,0.0,17.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-DLT-QFDUCT-6-22G-60-GALV,PRT,DLT,QFDUCT,6-22G-60,GALV,"6"" Ducting",PMI,ft,0.0,11.98,0.0,Nordfab,3200-0600-10000,5.0,59.9,0.0,200.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-DLT-QFELBOW-LR-6-22G-GALV,PRT,DLT,QFELBOW-LR,6-22G,GALV,"6"" 90 Degree Elbow LONG RADIUS",PMI,ea,0.0,109.8,0.0,Nordfab,3210-0690-109000,1.0,109.8,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-DLT-QFMACHADPTR-6-22G-GALV,PRT,DLT,QFMACHADPTR,6-22G,GALV,"*6"" Duct Machine Adapter",PMI,ea,0.0,42.7,0.0,Nordfab,3249-0600-10000,1.0,42.7,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-DLT-QFNIPPLE-6-22G-GALV,PRT,DLT,QFNIPPLE,6-22G,GALV,"6"" Ducting Extension Nipples",PMI,ea,0.0,27.8,0.0,Nordfab,3202-0600-10000,1.0,27.8,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-DLT-QFTEE-6-22G-GALV,PRT,DLT,QFTEE,6-22G,GALV,"6"" T-Junction",PMI,ea,0.0,190.8,0.0,Nordfab,3227-0606-100000,1.0,190.8,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-GRV-CRITORIFICE-0250MNPT-1387UM-SS,PRT,GRV,CRITORIFICE,0250MNPT,1387UM-SS,"Critical Orifice, 1,387 um ID",Lenox Laser,ea,0.0,56.7,0.0,,SS-1/4x1/4-NPT-CAL-1387,10.0,567.0,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-GRV-CRITORIFICE-BC,PRT,GRV,CRITORIFICE,,BC,Critical Orifice for 3lpm BC,Lenox Laser,ea,0.0,94.2,0.0,,SS-1/4x1/4-NPT-CAL-589,2.0,188.4,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-GRV-CYCLONE-167LPM-25UM-AL-TEFLON,PRT,GRV,CYCLONE,167LPM-25UM,AL-TEFLON,"#30 Aluminum Cyclone, 16.7Lpm, 2.5um, w/ 5/8"" ODx90° Inlet, Teflon Coated",URG,ea,0.0,970.52,0.0,URG,URG-2000-30EH,1.0,970.52,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-GRV-CYCLONE-3LPM-AL-TEFLON,PRT,GRV,CYCLONE,3LPM,AL-TEFLON,*Small 3 lpm cyclone,URG,ea,0.0,310.84,0.0,URG,URG-2000-30EQ,1.0,310.84,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-GRV-CYCORING-LG,PRT,GRV,CYCORING,LG,,Spare O-ring for #30 female threads,URG,ea,0.0,1.97,0.0,URG,URG-2000-30AF,1.0,1.97,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-GRV-CYCORING-MD,PRT,GRV,CYCORING,MD,,Spare O-ring for Cyclone bottom,URG,ea,0.0,1.64,0.0,URG,URG-2000-30ENO,1.0,1.64,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-GRV-CYCORING-SM,PRT,GRV,CYCORING,SM,,Spare O-ring for #30 female threads female thread on inlet,URG,ea,0.0,1.76,0.0,URG,URG-2000-30ENW,1.0,1.76,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-GRV-CYCOUTADPTR-30-0375FNPT-TEFLON,PRT,GRV,CYCOUTADPTR,30-0375FNPT,TEFLON,Cyclone Outlet Adapter,URG,ea,0.0,93.28,0.0,URG,URG-2000-30AE-7,1.0,93.28,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-GRV-DESICCATOR-SILICA,PRT,GRV,DESICCATOR,SILICA,,Gravimetric Desiccant Holder with silica desiccant,drierite.com,EA,0.0,86.32,0.0,Drierite,26800,1.0,86.32,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-GRV-FILTERCASSETTE-47MM-INCLUDED,PRT,GRV,FILTERCASSETTE,47MM,INCLUDED,"47mm Filter Cassette, with screen",Air Metrics,ea,0.0,0.01,0.0,,702-001,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,2026-04-11,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-GRV-FILTERCASSETTE-47MM-SPARE,PRT,GRV,FILTERCASSETTE,47MM,SPARE,SPARE 47mm Filter Cassette with screen,Air Metrics,EA,0.0,33.0,0.0,,702-001,1.0,33.0,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-GRV-FILTERHOLDR-47MM-PLASTIC,PRT,GRV,FILTERHOLDR,47MM,PLASTIC,47mm No-Leak Filter Holder,Air Metrics,ea,0.0,230.0,0.0,,701-001,1.0,230.0,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-GRV-FILTERHOLDR-4IN-METAL,PRT,GRV,FILTERHOLDR,4IN,METAL,"4"" filter holder",HI-Q Environmental,ea,0.0,384.0,0.0,HI-Q,ILPH-102,1.0,384.0,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-GRV-FILTERS-47MM-GLASSFIBER-X100,PRT,GRV,FILTERS,47MM,GLASSFIBER-X100,"47mm Glass Fiber Filters, x100",HI-Q Environmental,ea,0.0,63.8,0.0,HI-Q,FPAE-47,1.0,63.8,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-GRV-FILTERS-4IN-GLASSFIBER-X100,PRT,GRV,FILTERS,4IN,GLASSFIBER-X100,"4"" filter paper, x100",HI-Q Environmental,ea,0.0,157.55,0.0,HI-Q,FPAE-102,1.0,157.55,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-GRV-INLETADPTR-0750-0375FNPT-PVC,PRT,GRV,INLETADPTR,0750-0375FNPT,PVC,Filter Holder Inlet Adapter,Air Metrics,ea,0.0,16.0,0.0,,701-001-009,1.0,16.0,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-GRV-ROTAMETER-0250FNPT-5-50SCFH,PRT,GRV,ROTAMETER,0250FNPT,5-50SCFH,"Flow meter, 5-50 SCFH",Zoro.com,ea,0.0,92.25,0.0,Dwyer,G0571256,1.0,92.25,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-GRV-VACPUMP,PRT,GRV,VACPUMP,,,"Rocking Piston Vacuum Pump (lg, wire 220v or 110v)",Kinequip Inc,ea,0.0,839.0,0.0,,87R655-V114-N470X,1.0,839.0,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-BAKINGSHT,PRT,LAB,BAKINGSHT,,,Baking Sheet for charcoal collection,,ea,0.0,0.01,0.0,,,1.0,0.01,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
PART,PRT-LAB-BATTERY-9V-RCHRG,PRT,LAB,BATTERY,9V,RCHRG,Rechargeable 9V batteries with built in usb charger,Amazon,ea,0.0,6.2475,0.0,EBL,https://www.amazon.com/EBL-Rechargeable-Batteries-5400mWh-Detector/dp/B0FXGP9VPT/ref=sr_1_14?crid=2DXBHBH6Q2P5V&dib=eyJ2IjoiMSJ9.BXHgxMcidpd6xA29gVN--4qyFdbqwyxOb8WOqci-ZjmrvCye3hJuYGBQPZc8mUuAlvMHhM2gSnibsae-Ws2I2zEDzEoUVSpuxO-V1cfGccV0CNuPZkEsF9GMG65A3d7EGDmpDqpNPcjhRAirYFceU9nWZweZiRQVqgFkqh1gdKgII17P4SPCgrHTIw1wQ5GxjrKSVCB09b2j7c3hdUkV-ZaSqowy-Ih_Db6vSYOi1QE.VkFCMPYmwo6moJhOD9ELd3qWdSGiL-FG0Ke7zGqYfuo&dib_tag=se&keywords=ebl+9v+built+in+charger&qid=1773951786&sprefix=ebl+9v+built+in+charger%2Caps%2C245&sr=8-14,4.0,24.99,0.0,0.0,ACTIVE,,,,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
